company_name,categories,main_category
Workpage,Other,No Especificado
Floworks AI,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
Cogram,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Rally UXR,"Information Technology, Sales and Marketing, Software",Software y Servicios B2B
Complete,"Data and Analytics, Information Technology, Software",Software y Servicios B2B
LanceDB,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Andson Biotech,"Biotechnology, Health Care, Science and Engineering",Salud
ShoprTV,"Commerce and Shopping, Community and Lifestyle, Internet Services",Consumo
ALPHS,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Fleek,"Clothing and Apparel, Commerce and Shopping, Design, Other",Consumo
Flagright,"Financial Services, Information Technology, Payments, Privacy and Security, Professional Services",Finanzas
Criya,"Apps, Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
Coba,"Financial Services, Lending and Investments, Software",Finanzas
Paperplane,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Professional Services, Software",Finanzas
Proper,"Financial Services, Payments, Professional Services",Finanzas
Bananas,"Administrative Services, Commerce and Shopping, Food and Beverage",Consumo
Orbio,"Data and Analytics, Energy, Information Technology, Software, Sustainability",Software y Servicios B2B
Dynamo AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Agave,"Other, Real Estate, Software",Bienes Raíces y Construcción
VantedgeAI,"Commerce and Shopping, Financial Services, Lending and Investments",Finanzas
LifeAt,"Information Technology, Software",Software y Servicios B2B
Littio,"Blockchain and Cryptocurrency, Financial Services, Information Technology, Payments, Software",Finanzas
Flike,"Information Technology, Sales and Marketing, Software",Software y Servicios B2B
Andi,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",Software y Servicios B2B
Posh,"Energy, Hardware, Manufacturing, Science and Engineering, Software, Sustainability, Transportation",Industria
autone,"Artificial Intelligence (AI), Commerce and Shopping, Consumer Goods, Data and Analytics, Hardware, Science and Engineering, Software",Software y Servicios B2B
Momento,Financial Services,Finanzas
AlgoTest,"Financial Services, Lending and Investments",Finanzas
Quantbase,"Financial Services, Internet Services",Finanzas
Tranch,"Financial Services, Other, Payments, Software",Finanzas
Durioo,"Community and Lifestyle, Gaming, Media and Entertainment, Other, Video",No Especificado
Plutto,"Apps, Information Technology, Other, Software",Software y Servicios B2B
Shipmates,"Administrative Services, Commerce and Shopping, Internet Services",Consumo
Castled.io,"Data and Analytics, Information Technology, Software",Software y Servicios B2B
Opkit,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
CheqUPI,"Financial Services, Payments",Finanzas
Healthtech 1,Health Care,Salud
Alga Biosciences,"Agriculture and Farming, Biotechnology, Science and Engineering",Salud
TrackChain,"Artificial Intelligence (AI), Financial Services, Lending and Investments, Software, Transportation",Finanzas
inBuild,"Financial Services, Professional Services, Real Estate, Software",Bienes Raíces y Construcción
Alaan,"Financial Services, Lending and Investments, Other, Payments, Software",Finanzas
Elevate Pay,"Apps, Financial Services, Lending and Investments, Software",Finanzas
Strong Compute,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",Software y Servicios B2B
Clinikally,"Consumer Goods, Health Care",Salud
Nasdisc,"Commerce and Shopping, Media and Entertainment, Music and Audio",Consumo
Massdriver,"Hardware, Information Technology, Internet Services, Software",Software y Servicios B2B
EXO Freight,Transportation,No Especificado
Secoda,"Data and Analytics, Hardware, Information Technology, Software",Software y Servicios B2B
Meticulous,"Consumer Electronics, Hardware, Information Technology, Software",Software y Servicios B2B
Carbonfact,"Commerce and Shopping, Information Technology",Software y Servicios B2B
beU delivery,"Apps, Commerce and Shopping, Food and Beverage, Software, Transportation",Software y Servicios B2B
Evidence,"Data and Analytics, Design, Information Technology, Software",Software y Servicios B2B
AnFin,"Financial Services, Lending and Investments",Finanzas
Metlo,"Apps, Software",Software y Servicios B2B
Sero,"Data and Analytics, Other, Professional Services, Software",Software y Servicios B2B
Kable,"Financial Services, Internet Services, Payments, Software",Finanzas
Powerhouse AI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",Software y Servicios B2B
Shopscribe,"Commerce and Shopping, Internet Services, Other",Consumo
Openlayer,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",Software y Servicios B2B
NudgeLabs,"Biotechnology, Consumer Electronics, Data and Analytics, Hardware, Health Care, Science and Engineering",Software y Servicios B2B
Grai.io,"Data and Analytics, Design, Information Technology, Software",Software y Servicios B2B
Bitstack,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Payments, Software",Finanzas
1Flow,"Information Technology, Mobile, Software",Software y Servicios B2B
Dots,"Commerce and Shopping, Financial Services, Payments, Software",Finanzas
Skio,"Advertising, Commerce and Shopping, Financial Services, Internet Services, Sales and Marketing",Finanzas
hotglue,"Data and Analytics, Information Technology, Internet Services, Software",Software y Servicios B2B
Suggestr,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Vendah,Commerce and Shopping,Consumo
Onsite Pro,"Energy, Real Estate, Software, Sustainability",Bienes Raíces y Construcción
Every,"Financial Services, Lending and Investments, Payments",Finanzas
Protex AI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",Industria
Netmaker,"Information Technology, Professional Services",Software y Servicios B2B
Tackle,"Information Technology, Other, Professional Services, Software",Software y Servicios B2B
Ploomber,"Data and Analytics, Information Technology, Software",Software y Servicios B2B
CreatorOS Inc,"Administrative Services, Blockchain and Cryptocurrency, Financial Services, Internet Services, Payments, Software",Finanzas
Zyper,"Advertising, Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Software",Software y Servicios B2B
HockeyStack,"Data and Analytics, Design, Information Technology, Software",Software y Servicios B2B
Infiuss health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
Whalesync,"Consumer Electronics, Data and Analytics, Hardware, Information Technology, Software",Software y Servicios B2B
Zoios,"Administrative Services, Data and Analytics, Professional Services, Software",Software y Servicios B2B
Deskimo,"Real Estate, Software",Bienes Raíces y Construcción
Inversion,"Science and Engineering, Transportation",No Especificado
inVOID,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",Software y Servicios B2B
Writesonic,"Advertising, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Internet Services, Media and Entertainment, Real Estate, Sales and Marketing, Science and Engineering, Software",Bienes Raíces y Construcción
Shepherd_2,"Financial Services, Other, Real Estate",Bienes Raíces y Construcción
GoodCourse,"Education, Software",Educación
Nourish,"Apps, Food and Beverage, Health Care, Software",Software y Servicios B2B
Parallel Bio,"Biotechnology, Health Care, Science and Engineering",Salud
Jasper,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
Stepful,"Education, Health Care, Other",Educación
Imbue,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",Software y Servicios B2B
Cofactr,"Data and Analytics, Information Technology, Software, Transportation",Software y Servicios B2B
Exa,"Artificial Intelligence (AI), Internet Services",Software y Servicios B2B
Mendel,"Financial Services, Information Technology, Other, Professional Services, Software",Finanzas
Shimmer,Health Care,Salud
Turion Space,"Information Technology, Manufacturing, Science and Engineering, Transportation",Industria
Tennr,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
Anima,"Apps, Health Care, Mobile, Software",Software y Servicios B2B
LiveFlow,"Financial Services, Professional Services, Software",Finanzas
AstroForge,"Natural Resources, Transportation",No Especificado
Arc Technologies,"Financial Services, Lending and Investments, Software",Finanzas
BoldVoice,"Apps, Education, Mobile, Software",Educación
Trayd,"Financial Services, Professional Services, Real Estate",Bienes Raíces y Construcción
Hona,"Apps, Information Technology, Software",Software y Servicios B2B
Tailor,"Information Technology, Professional Services, Software",Software y Servicios B2B
Epsilon3,"Information Technology, Other, Software, Transportation",Software y Servicios B2B
TigerEye,"Sales and Marketing, Software",Software y Servicios B2B
PermitFlow,"Apps, Real Estate, Software",Bienes Raíces y Construcción
Ollama,"Other, Software",Software y Servicios B2B
Tuva Health,"Health Care, Information Technology, Professional Services, Software",Software y Servicios B2B
Chowdeck,"Commerce and Shopping, Food and Beverage, Transportation",Consumo
Pasito,"Administrative Services, Financial Services, Health Care, Software",Finanzas
OneSchema,"Data and Analytics, Software",Software y Servicios B2B
Repool,"Financial Services, Lending and Investments, Software",Finanzas
Hadrius,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Finanzas
Planet A Foods,"Food and Beverage, Manufacturing, Sustainability",Industria
Nash,"Administrative Services, Software, Transportation",Software y Servicios B2B
Formance,"Financial Services, Payments, Software",Finanzas
Method Financial,"Financial Services, Lending and Investments, Payments",Finanzas
Infinity AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Codex,"Information Technology, Internet Services, Software",Software y Servicios B2B
Journey,"Information Technology, Sales and Marketing, Software",Software y Servicios B2B
Diversion Company,"Information Technology, Internet Services, Software",Software y Servicios B2B
Invert,"Data and Analytics, Software",Software y Servicios B2B
Cashmere,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Payments, Software",Finanzas
Govly,"Data and Analytics, Design, Government and Military, Information Technology, Sales and Marketing, Software",Software y Servicios B2B
Almond,"Community and Lifestyle, Health Care",Salud
Fizz,"Financial Services, Lending and Investments, Payments",Finanzas
Mach9,"Artificial Intelligence (AI), Data and Analytics, Software",Software y Servicios B2B
Byterat,"Data and Analytics, Energy, Software",Software y Servicios B2B
Array Labs,Manufacturing,Industria
Float Health,Health Care,Salud
Shaped,Software,Software y Servicios B2B
GovDash,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Science and Engineering, Software, Transportation",Software y Servicios B2B
Ping,"Blockchain and Cryptocurrency, Financial Services, Payments, Software",Finanzas
Boya,"Apps, Financial Services, Lending and Investments, Payments, Software",Finanzas
Glass Health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
Sensible Biotechnologies,"Biotechnology, Health Care, Science and Engineering",Salud
Shinkei Systems,"Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Science and Engineering, Transportation",Software y Servicios B2B
Noble,"Financial Services, Lending and Investments, Software",Finanzas
Spinach AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Beam,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Abatable,"Financial Services, Information Technology, Manufacturing, Media and Entertainment",Industria
Adni,"Apps, Health Care, Software",Software y Servicios B2B
LunaJoy,Health Care,Salud
Cerrion,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Manufacturing, Science and Engineering, Software",Industria
ContraForce,"Privacy and Security, Software",Software y Servicios B2B
Trela,"Commerce and Shopping, Food and Beverage, Information Technology",Software y Servicios B2B
Superorder,"Food and Beverage, Transportation",Consumo
Trackstar,"Data and Analytics, Information Technology, Software, Transportation",Software y Servicios B2B
Strac,"Information Technology, Software",Software y Servicios B2B
FoodCourt,"Apps, Food and Beverage, Mobile, Software",Software y Servicios B2B
Cleancard,Health Care,Salud
Cypher Wallet,"Blockchain and Cryptocurrency, Financial Services, Payments, Software",Finanzas
Fleetzero,"Energy, Transportation",No Especificado
Lago,"Data and Analytics, Information Technology, Software",Software y Servicios B2B
Peakflo,"Financial Services, Information Technology, Software",Finanzas
Astro Mechanica,Science and Engineering,No Especificado
Mecho,"Financial Services, Information Technology, Internet Services, Transportation",Finanzas
Coinfeeds,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",Finanzas
Ping Labs,"Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Software, Video",Software y Servicios B2B
Stellar Sleep,"Apps, Health Care, Media and Entertainment, Mobile, Software",Software y Servicios B2B
Fello,Financial Services,Finanzas
Pana,"Financial Services, Lending and Investments",Finanzas
Rejoy Health,Health Care,Salud
Sameday,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Noloco,"Consumer Electronics, Data and Analytics, Hardware, Software",Software y Servicios B2B
Kivo Health,"Health Care, Mobile",Salud
Bolster,"Commerce and Shopping, Financial Services, Internet Services, Real Estate, Software",Bienes Raíces y Construcción
Palette,"Information Technology, Other, Sales and Marketing, Software",Software y Servicios B2B
Hive Health,"Financial Services, Health Care",Finanzas
Verde,"Agriculture and Farming, Financial Services",Finanzas
Anja Health,Health Care,Salud
Encord,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",Software y Servicios B2B
wOS,"Apps, Blockchain and Cryptocurrency, Education, Health Care, Internet Services, Mobile, Software, Sports",Educación
NewsCatcher,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Financial Services, Information Technology, Internet Services, Media and Entertainment, Professional Services, Science and Engineering, Software",Finanzas
Swipe,"Financial Services, Payments, Software",Finanzas
OneText,"Commerce and Shopping, Financial Services, Payments, Sales and Marketing",Finanzas
Gradia Health,"Health Care, Information Technology",Software y Servicios B2B
Clear,"Apps, Commerce and Shopping, Consumer Goods, Data and Analytics, Design, Financial Services, Health Care, Information Technology, Internet Services, Media and Entertainment, Payments, Software",Finanzas
Pina Earth,"Agriculture and Farming, Sustainability",No Especificado
Harmonic Discovery,"Biotechnology, Health Care, Science and Engineering",Salud
Ivy Homes,Real Estate,Bienes Raíces y Construcción
Pluto.markets,"Apps, Financial Services, Lending and Investments, Software",Finanzas
Bujeti,"Financial Services, Other, Payments",Finanzas
Dataherald,"Data and Analytics, Design, Information Technology, Internet Services, Software",Software y Servicios B2B
Bobidi,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Per Diem,"Apps, Commerce and Shopping, Mobile, Software",Software y Servicios B2B
Finku,"Apps, Financial Services, Software",Finanzas
Mentum,"Financial Services, Software",Finanzas
Marathon Education,"Education, Software",Educación
Ozone,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Information Technology, Internet Services, Media and Entertainment, Science and Engineering, Software, Video",Software y Servicios B2B
UpBanx,Financial Services,Finanzas
Byte Kitchen,"Food and Beverage, Other",Consumo
SigmaOS,"Consumer Electronics, Hardware, Software",Software y Servicios B2B
Terrace,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",Finanzas
Material Depot,"Commerce and Shopping, Design, Real Estate, Software",Bienes Raíces y Construcción
Lenco,"Financial Services, Lending and Investments, Software",Finanzas
Toko,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",Educación
Argus,"Financial Services, Other, Professional Services",Finanzas
Cumbuca,"Financial Services, Software",Finanzas
Wingback,"Other, Software",Software y Servicios B2B
Alfie Health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
SproutFi,"Financial Services, Lending and Investments",Finanzas
RecordBook,"Apps, Information Technology, Software",Software y Servicios B2B
Cotera,"Data and Analytics, Information Technology, Sales and Marketing, Software",Software y Servicios B2B
WarpBuild,"Artificial Intelligence (AI), Hardware, Internet Services, Software",Software y Servicios B2B
Delfino AI,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Markaz Technologies,Commerce and Shopping,Consumo
Compra Rapida,"Commerce and Shopping, Other, Professional Services, Software",Software y Servicios B2B
Lumina_2,"Administrative Services, Education, Information Technology, Professional Services",Educación
Zoltar,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Professional Services, Science and Engineering, Software",Software y Servicios B2B
Measured,"Health Care, Sports",Salud
Trebol,"Financial Services, Other",Finanzas
Hammr,"Information Technology, Internet Services, Real Estate",Bienes Raíces y Construcción
FinFlx,Financial Services,Finanzas
Vista,"Apps, Information Technology, Software",Software y Servicios B2B
Snab,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",Finanzas
Uberduck,"Data and Analytics, Software",Software y Servicios B2B
Evolvere BioSciences,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Illuminant Surgical,Health Care,Salud
Firezone,"Information Technology, Privacy and Security, Software",Software y Servicios B2B
Aerotime,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Software",Software y Servicios B2B
Alima,"Agriculture and Farming, Transportation",No Especificado
Telematica,"Energy, Natural Resources, Real Estate, Software, Sustainability, Transportation",Bienes Raíces y Construcción
Orca,"Financial Services, Lending and Investments",Finanzas
Whaly,"Data and Analytics, Software",Software y Servicios B2B
Decent,"Blockchain and Cryptocurrency, Design, Information Technology, Internet Services, Media and Entertainment, Software",Software y Servicios B2B
Siftly,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Blacktop Hoops,"Consumer Electronics, Gaming, Hardware, Software",Software y Servicios B2B
Roforco,"Financial Services, Gaming, Lending and Investments",Finanzas
Electric Air,"Consumer Electronics, Hardware, Real Estate",Bienes Raíces y Construcción
Finley Technologies,"Financial Services, Information Technology, Professional Services, Software",Finanzas
Onward,"Apps, Artificial Intelligence (AI), Data and Analytics, Messaging and Telecommunications, Science and Engineering, Software",Software y Servicios B2B
ShipBlu,"Administrative Services, Commerce and Shopping, Transportation",Consumo
Qoohoo,"Media and Entertainment, Software",Software y Servicios B2B
Synth,"Media and Entertainment, Music and Audio, Software, Video",Software y Servicios B2B
FlexWash Technologies,"Commerce and Shopping, Information Technology, Sales and Marketing, Software",Software y Servicios B2B
Patika,"Financial Services, Payments",Finanzas
Verse,"Apps, Mobile, Science and Engineering, Software",Software y Servicios B2B
Nyckel,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software",Software y Servicios B2B
Lyra,"Blockchain and Cryptocurrency, Financial Services, Payments, Software",Finanzas
HeyFood,"Apps, Food and Beverage, Software, Transportation",Software y Servicios B2B
Cabal,"Financial Services, Software",Finanzas
Zinite,Real Estate,Bienes Raíces y Construcción
Feanix Biotechnologies,"Biotechnology, Health Care, Science and Engineering",Salud
Fluid Markets,Financial Services,Finanzas
Candor,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Glocally,"Commerce and Shopping, Internet Services, Transportation",Consumo
Pivo,"Financial Services, Lending and Investments",Finanzas
Amal Invest,"Apps, Financial Services, Software",Finanzas
NFTScoring,"Blockchain and Cryptocurrency, Commerce and Shopping, Financial Services, Lending and Investments, Payments, Software",Finanzas
Obento Health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Other, Science and Engineering, Software",Software y Servicios B2B
Idemeum,"Information Technology, Privacy and Security",Software y Servicios B2B
Flow.Club,"Information Technology, Media and Entertainment, Real Estate, Video",Bienes Raíces y Construcción
JumpWire,"Data and Analytics, Information Technology, Other, Privacy and Security, Software",Software y Servicios B2B
Weltio,"Apps, Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Mobile, Payments, Software",Finanzas
Hera,"Consumer Electronics, Hardware, Software",Software y Servicios B2B
MagnaPlay,"Artificial Intelligence (AI), Data and Analytics, Gaming, Professional Services, Science and Engineering, Software",Software y Servicios B2B
Northwind,Health Care,Salud
Valari,"Financial Services, Lending and Investments, Software",Finanzas
Darsel,"Education, Software",Educación
Valink Therapeutics,Health Care,Salud
Blocksfabrik,Software,Software y Servicios B2B
Rinse,"Events, Health Care, Media and Entertainment",Salud
Dime,"Blockchain and Cryptocurrency, Commerce and Shopping, Internet Services, Other",Consumo
Tinai,"Apps, Financial Services, Mobile, Sales and Marketing, Software",Finanzas
Caire Health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
Garage Mobility,"Commerce and Shopping, Software, Transportation",Software y Servicios B2B
Nuntius Therapeutics,"Biotechnology, Health Care, Science and Engineering",Salud
ContainIQ,"Information Technology, Software",Software y Servicios B2B
Power to the Brand,"Other, Sales and Marketing, Transportation",No Especificado
Ohmic Biosciences,"Agriculture and Farming, Biotechnology, Health Care, Science and Engineering",Salud
Trueplace,"Financial Services, Real Estate",Bienes Raíces y Construcción
Metofico,"Biotechnology, Science and Engineering, Software",Software y Servicios B2B
Pluralith,"Hardware, Internet Services, Software",Software y Servicios B2B
Tantl,"Information Technology, Internet Services",Software y Servicios B2B
Lifecast,"Artificial Intelligence (AI), Data and Analytics, Hardware, Media and Entertainment, Software, Video",Software y Servicios B2B
Pursuit,"Sales and Marketing, Sports, Travel and Tourism",No Especificado
Pelm,"Energy, Other, Software",Software y Servicios B2B
FirstSupport,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Science and Engineering, Software",Software y Servicios B2B
Rulebricks,"Administrative Services, Other, Software",Software y Servicios B2B
Watu,"Commerce and Shopping, Information Technology, Internet Services, Messaging and Telecommunications, Other, Sales and Marketing, Software",Software y Servicios B2B
TAI,"Apps, Financial Services, Information Technology, Mobile, Software",Finanzas
TechBiz,"Apps, Mobile, Other, Software",Software y Servicios B2B
Aklimate,"Information Technology, Other, Software",Software y Servicios B2B
Hero,"Other, Software",Software y Servicios B2B
SliceQ,"Commerce and Shopping, Food and Beverage, Software, Transportation",Software y Servicios B2B
Umbria,"Apps, Information Technology, Sales and Marketing, Software",Software y Servicios B2B
Manatee,"Other, Sales and Marketing",No Especificado
Kredi,"Financial Services, Lending and Investments",Finanzas
Commery,"Commerce and Shopping, Financial Services, Real Estate",Bienes Raíces y Construcción
Gym Class,"Gaming, Hardware, Software, Sports",Software y Servicios B2B
Slip,"Education, Information Technology, Software",Educación
Capitol AI,"Apps, Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software",Software y Servicios B2B
Lunatic,"Internet Services, Platforms, Software",Software y Servicios B2B
re-mint,"Clothing and Apparel, Design",No Especificado
Gallery,"Hardware, Information Technology, Internet Services, Software",Software y Servicios B2B
Launcher Labs,"Apps, Information Technology, Software",Software y Servicios B2B
Algofi,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",Finanzas
Camp,"Government and Military, Information Technology, Other",Software y Servicios B2B
Float,"Financial Services, Transportation",Finanzas
PINA Indonesia,"Apps, Financial Services, Software",Finanzas
Mahaana,Financial Services,Finanzas
Brick Health,"Health Care, Real Estate",Bienes Raíces y Construcción
Atlas,"Food and Beverage, Internet Services, Platforms, Software",Software y Servicios B2B
Camber,"Data and Analytics, Financial Services, Health Care, Information Technology, Software",Finanzas
Telmai,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",Software y Servicios B2B
Beyond Aero,"Manufacturing, Science and Engineering, Transportation",Industria
ModernLoop,"Information Technology, Messaging and Telecommunications, Professional Services, Software",Software y Servicios B2B
Emerge Tools,"Mobile, Platforms, Software",Software y Servicios B2B
Chatwoot,"Information Technology, Other, Professional Services, Sales and Marketing, Software",Software y Servicios B2B
Spade,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Finanzas
Vue Storefront,"Commerce and Shopping, Hardware, Internet Services, Software",Software y Servicios B2B
Catena Biosciences,"Biotechnology, Science and Engineering",Salud
FlutterFlow,"Apps, Information Technology, Mobile, Software",Software y Servicios B2B
Arrow_1,"Commerce and Shopping, Financial Services, Payments",Finanzas
Topkey,"Financial Services, Real Estate, Software, Travel and Tourism",Bienes Raíces y Construcción
Rootly,"Information Technology, Software",Software y Servicios B2B
Brainboard,"Hardware, Information Technology, Internet Services, Software",Software y Servicios B2B
Scispot,"Biotechnology, Science and Engineering, Software",Software y Servicios B2B
Taloflow,"Consumer Electronics, Hardware, Information Technology, Internet Services, Software",Software y Servicios B2B
Nullstone,Software,Software y Servicios B2B
Fabius,"Other, Sales and Marketing, Software",Software y Servicios B2B
MagicBell,Software,Software y Servicios B2B
Pickle_2,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
Impossible Metals_1,"Hardware, Natural Resources, Science and Engineering, Software",Software y Servicios B2B
Escape,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",Software y Servicios B2B
Mono_1,"Financial Services, Lending and Investments",Finanzas
Compose.AI,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Other, Science and Engineering, Software",Software y Servicios B2B
Tablevibe,"Food and Beverage, Information Technology, Software, Travel and Tourism",Software y Servicios B2B
Koshex,Financial Services,Finanzas
SigNoz,"Data and Analytics, Design, Hardware, Information Technology, Internet Services, Software",Software y Servicios B2B
Muse,"Hardware, Other, Software",Software y Servicios B2B
Gridware,"Energy, Internet Services, Software",Software y Servicios B2B
Lygg,"Consumer Goods, Health Care, Manufacturing",Industria
Cococart,"Commerce and Shopping, Other",Consumo
Cloudthread,"Data and Analytics, Design, Hardware, Information Technology, Internet Services, Software",Software y Servicios B2B
Strive Education,"Education, Internet Services, Software",Educación
Treinta,Financial Services,Finanzas
FanPlay Technologies,Gaming,No Especificado
"Explorex Technologies, Inc.","Apps, Commerce and Shopping, Financial Services, Food and Beverage, Mobile, Payments, Software",Finanzas
AuthZed,"Information Technology, Privacy and Security, Software",Software y Servicios B2B
Quell,"Community and Lifestyle, Gaming, Information Technology, Media and Entertainment, Software, Sports",Software y Servicios B2B
Talus Bio,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
GrowthBook,"Data and Analytics, Other, Software",Software y Servicios B2B
Ontop,"Administrative Services, Financial Services, Information Technology, Professional Services, Software",Finanzas
Remedial Health,"Commerce and Shopping, Health Care, Other",Salud
Milk Video,"Content and Publishing, Media and Entertainment, Sales and Marketing, Video",No Especificado
Hapi App,"Financial Services, Lending and Investments",Finanzas
Peeba,"Commerce and Shopping, Information Technology",Software y Servicios B2B
Aden,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",Software y Servicios B2B
Cambio,Financial Services,Finanzas
User Hero,"Data and Analytics, Design, Software",Software y Servicios B2B
Segna,"Artificial Intelligence (AI), Data and Analytics, Software",Software y Servicios B2B
TAG,"Apps, Financial Services, Mobile, Payments, Software",Finanzas
Grey,"Financial Services, Lending and Investments",Finanzas
Kaagaz,"Apps, Software",Software y Servicios B2B
Here,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Software",Software y Servicios B2B
Mesh,"Administrative Services, Information Technology, Internet Services, Software",Software y Servicios B2B
Topship,"Platforms, Software, Transportation",Software y Servicios B2B
Kindly His,Health Care,Salud
Nabla Bio,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
Tella,"Content and Publishing, Media and Entertainment, Software, Video",Software y Servicios B2B
Locale,"Commerce and Shopping, Food and Beverage, Internet Services, Transportation",Consumo
Spruce,"Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Information Technology, Other, Payments, Privacy and Security, Software",Finanzas
Heron Data,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Lending and Investments, Science and Engineering, Software",Finanzas
Keyri,"Information Technology, Internet Services, Privacy and Security",Software y Servicios B2B
Routine,"Apps, Software",Software y Servicios B2B
