company_name,categories,main_category
Dynamo AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Agave,"Other, Real Estate, Software",Real Estate and Construction
VantedgeAI,"Commerce and Shopping, Financial Services, Lending and Investments",Financial
LifeAt,"Information Technology, Software",B2B Software and Services
Littio,"Blockchain and Cryptocurrency, Financial Services, Information Technology, Payments, Software",Financial
Flike,"Information Technology, Sales and Marketing, Software",B2B Software and Services
Andi,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",B2B Software and Services
Posh,"Energy, Hardware, Manufacturing, Science and Engineering, Software, Sustainability, Transportation",Industrials
autone,"Artificial Intelligence (AI), Commerce and Shopping, Consumer Goods, Data and Analytics, Hardware, Science and Engineering, Software",B2B Software and Services
Momento,Financial Services,Financial
AlgoTest,"Financial Services, Lending and Investments",Financial
Quantbase,"Financial Services, Internet Services",Financial
Tranch,"Financial Services, Other, Payments, Software",Financial
Durioo,"Community and Lifestyle, Gaming, Media and Entertainment, Other, Video",Unspecified
Plutto,"Apps, Information Technology, Other, Software",B2B Software and Services
Shipmates,"Administrative Services, Commerce and Shopping, Internet Services",Unspecified
Castled.io,"Data and Analytics, Information Technology, Software",B2B Software and Services
Opkit,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
CheqUPI,"Financial Services, Payments",Financial
Healthtech 1,Health Care,Health Care
Alga Biosciences,"Agriculture and Farming, Biotechnology, Science and Engineering",Unspecified
TrackChain,"Artificial Intelligence (AI), Financial Services, Lending and Investments, Software, Transportation",Financial
inBuild,"Financial Services, Professional Services, Real Estate, Software",Real Estate and Construction
Alaan,"Financial Services, Lending and Investments, Other, Payments, Software",Financial
Elevate Pay,"Apps, Financial Services, Lending and Investments, Software",Financial
Strong Compute,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",B2B Software and Services
Clinikally,"Consumer Goods, Health Care",Health Care
Nasdisc,"Commerce and Shopping, Media and Entertainment, Music and Audio",Unspecified
Massdriver,"Hardware, Information Technology, Internet Services, Software",B2B Software and Services
EXO Freight,Transportation,Unspecified
Secoda,"Data and Analytics, Hardware, Information Technology, Software",B2B Software and Services
Meticulous,"Consumer Electronics, Hardware, Information Technology, Software",B2B Software and Services
Carbonfact,"Commerce and Shopping, Information Technology",B2B Software and Services
beU delivery,"Apps, Commerce and Shopping, Food and Beverage, Software, Transportation",Unspecified
Evidence,"Data and Analytics, Design, Information Technology, Software",B2B Software and Services
AnFin,"Financial Services, Lending and Investments",Financial
Metlo,"Apps, Software",Unspecified
Sero,"Data and Analytics, Other, Professional Services, Software",B2B Software and Services
Kable,"Financial Services, Internet Services, Payments, Software",Financial
Powerhouse AI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",B2B Software and Services
Shopscribe,"Commerce and Shopping, Internet Services, Other",Unspecified
Openlayer,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",B2B Software and Services
NudgeLabs,"Biotechnology, Consumer Electronics, Data and Analytics, Hardware, Health Care, Science and Engineering",B2B Software and Services
Grai.io,"Data and Analytics, Design, Information Technology, Software",B2B Software and Services
Bitstack,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Payments, Software",Financial
1Flow,"Information Technology, Mobile, Software",B2B Software and Services
Dots,"Commerce and Shopping, Financial Services, Payments, Software",Financial
Skio,"Advertising, Commerce and Shopping, Financial Services, Internet Services, Sales and Marketing",Financial
hotglue,"Data and Analytics, Information Technology, Internet Services, Software",B2B Software and Services
Suggestr,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software",B2B Software and Services
Vendah,Commerce and Shopping,Unspecified
Onsite Pro,"Energy, Real Estate, Software, Sustainability",Real Estate and Construction
Every,"Financial Services, Lending and Investments, Payments",Financial
Protex AI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",Industrials
Netmaker,"Information Technology, Professional Services",B2B Software and Services
Tackle,"Information Technology, Other, Professional Services, Software",B2B Software and Services
Ploomber,"Data and Analytics, Information Technology, Software",B2B Software and Services
CreatorOS Inc,"Administrative Services, Blockchain and Cryptocurrency, Financial Services, Internet Services, Payments, Software",Financial
Zyper,"Advertising, Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Software",B2B Software and Services
HockeyStack,"Data and Analytics, Design, Information Technology, Software",B2B Software and Services
Infiuss health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Whalesync,"Consumer Electronics, Data and Analytics, Hardware, Information Technology, Software",B2B Software and Services
Zoios,"Administrative Services, Data and Analytics, Professional Services, Software",B2B Software and Services
Deskimo,"Real Estate, Software",Real Estate and Construction
Inversion,"Science and Engineering, Transportation",Unspecified
inVOID,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",B2B Software and Services
Writesonic,"Advertising, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Internet Services, Media and Entertainment, Real Estate, Sales and Marketing, Science and Engineering, Software",Real Estate and Construction
Shepherd_2,"Financial Services, Other, Real Estate",Real Estate and Construction
GoodCourse,"Education, Software",Education
Nourish,"Apps, Food and Beverage, Health Care, Software",Health Care
Parallel Bio,"Biotechnology, Health Care, Science and Engineering",Health Care
Jasper,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Stepful,"Education, Health Care, Other",Education
Imbue,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",B2B Software and Services
Cofactr,"Data and Analytics, Information Technology, Software, Transportation",B2B Software and Services
Exa,"Artificial Intelligence (AI), Internet Services",B2B Software and Services
Mendel,"Financial Services, Information Technology, Other, Professional Services, Software",Financial
Shimmer,Health Care,Health Care
Turion Space,"Information Technology, Manufacturing, Science and Engineering, Transportation",Industrials
Tennr,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Anima,"Apps, Health Care, Mobile, Software",Health Care
LiveFlow,"Financial Services, Professional Services, Software",Financial
AstroForge,"Natural Resources, Transportation",Unspecified
Arc Technologies,"Financial Services, Lending and Investments, Software",Financial
BoldVoice,"Apps, Education, Mobile, Software",Education
Trayd,"Financial Services, Professional Services, Real Estate",Real Estate and Construction
Hona,"Apps, Information Technology, Software",B2B Software and Services
Tailor,"Information Technology, Professional Services, Software",B2B Software and Services
Epsilon3,"Information Technology, Other, Software, Transportation",B2B Software and Services
TigerEye,"Sales and Marketing, Software",Unspecified
PermitFlow,"Apps, Real Estate, Software",Real Estate and Construction
Ollama,"Other, Software",Unspecified
Tuva Health,"Health Care, Information Technology, Professional Services, Software",B2B Software and Services
Chowdeck,"Commerce and Shopping, Food and Beverage, Transportation",Unspecified
Pasito,"Administrative Services, Financial Services, Health Care, Software",Financial
OneSchema,"Data and Analytics, Software",B2B Software and Services
Repool,"Financial Services, Lending and Investments, Software",Financial
Hadrius,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Financial
Planet A Foods,"Food and Beverage, Manufacturing, Sustainability",Industrials
Nash,"Administrative Services, Software, Transportation",Unspecified
Formance,"Financial Services, Payments, Software",Financial
Method Financial,"Financial Services, Lending and Investments, Payments",Financial
Infinity AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Codex,"Information Technology, Internet Services, Software",B2B Software and Services
Journey,"Information Technology, Sales and Marketing, Software",B2B Software and Services
Diversion Company,"Information Technology, Internet Services, Software",B2B Software and Services
Invert,"Data and Analytics, Software",B2B Software and Services
Cashmere,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Payments, Software",Financial
Govly,"Data and Analytics, Design, Government and Military, Information Technology, Sales and Marketing, Software",B2B Software and Services
Almond,"Community and Lifestyle, Health Care",Health Care
Fizz,"Financial Services, Lending and Investments, Payments",Financial
Mach9,"Artificial Intelligence (AI), Data and Analytics, Software",B2B Software and Services
Byterat,"Data and Analytics, Energy, Software",B2B Software and Services
Array Labs,Manufacturing,Industrials
Float Health,Health Care,Health Care
Shaped,Software,Unspecified
GovDash,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Science and Engineering, Software, Transportation",B2B Software and Services
Ping,"Blockchain and Cryptocurrency, Financial Services, Payments, Software",Financial
Boya,"Apps, Financial Services, Lending and Investments, Payments, Software",Financial
Glass Health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Sensible Biotechnologies,"Biotechnology, Health Care, Science and Engineering",Health Care
Shinkei Systems,"Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Science and Engineering, Transportation",B2B Software and Services
Noble,"Financial Services, Lending and Investments, Software",Financial
Spinach AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Beam,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Abatable,"Financial Services, Information Technology, Manufacturing, Media and Entertainment",Industrials
Adni,"Apps, Health Care, Software",Health Care
LunaJoy,Health Care,Health Care
Cerrion,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Manufacturing, Science and Engineering, Software",Industrials
ContraForce,"Privacy and Security, Software",Unspecified
Trela,"Commerce and Shopping, Food and Beverage, Information Technology",B2B Software and Services
Superorder,"Food and Beverage, Transportation",Unspecified
Trackstar,"Data and Analytics, Information Technology, Software, Transportation",B2B Software and Services
Strac,"Information Technology, Software",B2B Software and Services
FoodCourt,"Apps, Food and Beverage, Mobile, Software",Unspecified
Cleancard,Health Care,Health Care
Cypher Wallet,"Blockchain and Cryptocurrency, Financial Services, Payments, Software",Financial
Fleetzero,"Energy, Transportation",Unspecified
Lago,"Data and Analytics, Information Technology, Software",B2B Software and Services
Peakflo,"Financial Services, Information Technology, Software",Financial
Astro Mechanica,Science and Engineering,Unspecified
Mecho,"Financial Services, Information Technology, Internet Services, Transportation",Financial
Coinfeeds,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",Financial
Ping Labs,"Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Software, Video",B2B Software and Services
Stellar Sleep,"Apps, Health Care, Media and Entertainment, Mobile, Software",Health Care
Fello,Financial Services,Financial
Pana,"Financial Services, Lending and Investments",Financial
Rejoy Health,Health Care,Health Care
Sameday,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Noloco,"Consumer Electronics, Data and Analytics, Hardware, Software",B2B Software and Services
Kivo Health,"Health Care, Mobile",Health Care
Bolster,"Commerce and Shopping, Financial Services, Internet Services, Real Estate, Software",Real Estate and Construction
Palette,"Information Technology, Other, Sales and Marketing, Software",B2B Software and Services
Hive Health,"Financial Services, Health Care",Financial
Verde,"Agriculture and Farming, Financial Services",Financial
Anja Health,Health Care,Health Care
Encord,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",B2B Software and Services
wOS,"Apps, Blockchain and Cryptocurrency, Education, Health Care, Internet Services, Mobile, Software, Sports",Education
NewsCatcher,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Financial Services, Information Technology, Internet Services, Media and Entertainment, Professional Services, Science and Engineering, Software",Financial
Swipe,"Financial Services, Payments, Software",Financial
OneText,"Commerce and Shopping, Financial Services, Payments, Sales and Marketing",Financial
Gradia Health,"Health Care, Information Technology",B2B Software and Services
Clear,"Apps, Commerce and Shopping, Consumer Goods, Data and Analytics, Design, Financial Services, Health Care, Information Technology, Internet Services, Media and Entertainment, Payments, Software",Financial
Pina Earth,"Agriculture and Farming, Sustainability",Unspecified
Harmonic Discovery,"Biotechnology, Health Care, Science and Engineering",Health Care
Ivy Homes,Real Estate,Real Estate and Construction
Pluto.markets,"Apps, Financial Services, Lending and Investments, Software",Financial
Bujeti,"Financial Services, Other, Payments",Financial
Dataherald,"Data and Analytics, Design, Information Technology, Internet Services, Software",B2B Software and Services
Bobidi,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Per Diem,"Apps, Commerce and Shopping, Mobile, Software",Unspecified
Finku,"Apps, Financial Services, Software",Financial
Mentum,"Financial Services, Software",Financial
Marathon Education,"Education, Software",Education
Ozone,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Information Technology, Internet Services, Media and Entertainment, Science and Engineering, Software, Video",B2B Software and Services
UpBanx,Financial Services,Financial
Byte Kitchen,"Food and Beverage, Other",Unspecified
SigmaOS,"Consumer Electronics, Hardware, Software",B2B Software and Services
Terrace,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",Financial
Material Depot,"Commerce and Shopping, Design, Real Estate, Software",Real Estate and Construction
Lenco,"Financial Services, Lending and Investments, Software",Financial
Toko,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",Education
Argus,"Financial Services, Other, Professional Services",Financial
Cumbuca,"Financial Services, Software",Financial
Wingback,"Other, Software",Unspecified
Alfie Health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
SproutFi,"Financial Services, Lending and Investments",Financial
RecordBook,"Apps, Information Technology, Software",B2B Software and Services
Cotera,"Data and Analytics, Information Technology, Sales and Marketing, Software",B2B Software and Services
WarpBuild,"Artificial Intelligence (AI), Hardware, Internet Services, Software",B2B Software and Services
Delfino AI,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Markaz Technologies,Commerce and Shopping,Unspecified
Compra Rapida,"Commerce and Shopping, Other, Professional Services, Software",Unspecified
Lumina_2,"Administrative Services, Education, Information Technology, Professional Services",Education
Zoltar,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Professional Services, Science and Engineering, Software",B2B Software and Services
Measured,"Health Care, Sports",Health Care
Trebol,"Financial Services, Other",Financial
Hammr,"Information Technology, Internet Services, Real Estate",Real Estate and Construction
FinFlx,Financial Services,Financial
Vista,"Apps, Information Technology, Software",B2B Software and Services
Snab,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",Financial
Uberduck,"Data and Analytics, Software",B2B Software and Services
Evolvere BioSciences,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Science and Engineering, Software",B2B Software and Services
Illuminant Surgical,Health Care,Health Care
Firezone,"Information Technology, Privacy and Security, Software",B2B Software and Services
Aerotime,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Software",B2B Software and Services
Alima,"Agriculture and Farming, Transportation",Unspecified
Telematica,"Energy, Natural Resources, Real Estate, Software, Sustainability, Transportation",Real Estate and Construction
Orca,"Financial Services, Lending and Investments",Financial
Whaly,"Data and Analytics, Software",B2B Software and Services
Decent,"Blockchain and Cryptocurrency, Design, Information Technology, Internet Services, Media and Entertainment, Software",B2B Software and Services
Siftly,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Blacktop Hoops,"Consumer Electronics, Gaming, Hardware, Software",B2B Software and Services
Roforco,"Financial Services, Gaming, Lending and Investments",Financial
Electric Air,"Consumer Electronics, Hardware, Real Estate",Real Estate and Construction
Finley Technologies,"Financial Services, Information Technology, Professional Services, Software",Financial
Onward,"Apps, Artificial Intelligence (AI), Data and Analytics, Messaging and Telecommunications, Science and Engineering, Software",B2B Software and Services
ShipBlu,"Administrative Services, Commerce and Shopping, Transportation",Unspecified
Qoohoo,"Media and Entertainment, Software",Unspecified
Synth,"Media and Entertainment, Music and Audio, Software, Video",Unspecified
FlexWash Technologies,"Commerce and Shopping, Information Technology, Sales and Marketing, Software",B2B Software and Services
Patika,"Financial Services, Payments",Financial
Verse,"Apps, Mobile, Science and Engineering, Software",Unspecified
Nyckel,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software",B2B Software and Services
Lyra,"Blockchain and Cryptocurrency, Financial Services, Payments, Software",Financial
HeyFood,"Apps, Food and Beverage, Software, Transportation",Unspecified
Cabal,"Financial Services, Software",Financial
Zinite,Real Estate,Real Estate and Construction
Feanix Biotechnologies,"Biotechnology, Health Care, Science and Engineering",Health Care
Fluid Markets,Financial Services,Financial
Candor,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Information Technology, Science and Engineering, Software",B2B Software and Services
Glocally,"Commerce and Shopping, Internet Services, Transportation",Unspecified
Pivo,"Financial Services, Lending and Investments",Financial
Amal Invest,"Apps, Financial Services, Software",Financial
NFTScoring,"Blockchain and Cryptocurrency, Commerce and Shopping, Financial Services, Lending and Investments, Payments, Software",Financial
Obento Health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Other, Science and Engineering, Software",B2B Software and Services
Idemeum,"Information Technology, Privacy and Security",B2B Software and Services
Flow.Club,"Information Technology, Media and Entertainment, Real Estate, Video",Real Estate and Construction
JumpWire,"Data and Analytics, Information Technology, Other, Privacy and Security, Software",B2B Software and Services
Weltio,"Apps, Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Mobile, Payments, Software",Financial
Hera,"Consumer Electronics, Hardware, Software",B2B Software and Services
MagnaPlay,"Artificial Intelligence (AI), Data and Analytics, Gaming, Professional Services, Science and Engineering, Software",B2B Software and Services
Northwind,Health Care,Health Care
Valari,"Financial Services, Lending and Investments, Software",Financial
Darsel,"Education, Software",Education
Valink Therapeutics,Health Care,Health Care
Blocksfabrik,Software,Unspecified
Rinse,"Events, Health Care, Media and Entertainment",Health Care
Dime,"Blockchain and Cryptocurrency, Commerce and Shopping, Internet Services, Other",Unspecified
Tinai,"Apps, Financial Services, Mobile, Sales and Marketing, Software",Financial
Caire Health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Garage Mobility,"Commerce and Shopping, Software, Transportation",Unspecified
Nuntius Therapeutics,"Biotechnology, Health Care, Science and Engineering",Health Care
ContainIQ,"Information Technology, Software",B2B Software and Services
Power to the Brand,"Other, Sales and Marketing, Transportation",Unspecified
Ohmic Biosciences,"Agriculture and Farming, Biotechnology, Health Care, Science and Engineering",Health Care
Trueplace,"Financial Services, Real Estate",Real Estate and Construction
Metofico,"Biotechnology, Science and Engineering, Software",Unspecified
Pluralith,"Hardware, Internet Services, Software",B2B Software and Services
Tantl,"Information Technology, Internet Services",B2B Software and Services
Lifecast,"Artificial Intelligence (AI), Data and Analytics, Hardware, Media and Entertainment, Software, Video",B2B Software and Services
Pursuit,"Sales and Marketing, Sports, Travel and Tourism",Unspecified
Pelm,"Energy, Other, Software",Unspecified
FirstSupport,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Science and Engineering, Software",B2B Software and Services
Rulebricks,"Administrative Services, Other, Software",Unspecified
Watu,"Commerce and Shopping, Information Technology, Internet Services, Messaging and Telecommunications, Other, Sales and Marketing, Software",B2B Software and Services
TAI,"Apps, Financial Services, Information Technology, Mobile, Software",Financial
TechBiz,"Apps, Mobile, Other, Software",Unspecified
Aklimate,"Information Technology, Other, Software",B2B Software and Services
Hero,"Other, Software",Unspecified
SliceQ,"Commerce and Shopping, Food and Beverage, Software, Transportation",Unspecified
Umbria,"Apps, Information Technology, Sales and Marketing, Software",B2B Software and Services
Manatee,"Other, Sales and Marketing",Unspecified
Kredi,"Financial Services, Lending and Investments",Financial
Commery,"Commerce and Shopping, Financial Services, Real Estate",Real Estate and Construction
Gym Class,"Gaming, Hardware, Software, Sports",B2B Software and Services
Slip,"Education, Information Technology, Software",Education
Capitol AI,"Apps, Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software",B2B Software and Services
Lunatic,"Internet Services, Platforms, Software",Unspecified
re-mint,"Clothing and Apparel, Design",Unspecified
Gallery,"Hardware, Information Technology, Internet Services, Software",B2B Software and Services
Launcher Labs,"Apps, Information Technology, Software",B2B Software and Services
Algofi,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",Financial
Camp,"Government and Military, Information Technology, Other",B2B Software and Services
Float,"Financial Services, Transportation",Financial
PINA Indonesia,"Apps, Financial Services, Software",Financial
Mahaana,Financial Services,Financial
Brick Health,"Health Care, Real Estate",Real Estate and Construction
Atlas,"Food and Beverage, Internet Services, Platforms, Software",Unspecified
Camber,"Data and Analytics, Financial Services, Health Care, Information Technology, Software",Financial
Telmai,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",B2B Software and Services
Beyond Aero,"Manufacturing, Science and Engineering, Transportation",Industrials
ModernLoop,"Information Technology, Messaging and Telecommunications, Professional Services, Software",B2B Software and Services
Emerge Tools,"Mobile, Platforms, Software",Unspecified
Chatwoot,"Information Technology, Other, Professional Services, Sales and Marketing, Software",B2B Software and Services
Spade,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Financial
Vue Storefront,"Commerce and Shopping, Hardware, Internet Services, Software",B2B Software and Services
Catena Biosciences,"Biotechnology, Science and Engineering",Unspecified
FlutterFlow,"Apps, Information Technology, Mobile, Software",B2B Software and Services
Arrow_1,"Commerce and Shopping, Financial Services, Payments",Financial
Topkey,"Financial Services, Real Estate, Software, Travel and Tourism",Real Estate and Construction
Rootly,"Information Technology, Software",B2B Software and Services
Brainboard,"Hardware, Information Technology, Internet Services, Software",B2B Software and Services
Scispot,"Biotechnology, Science and Engineering, Software",Unspecified
Taloflow,"Consumer Electronics, Hardware, Information Technology, Internet Services, Software",B2B Software and Services
Nullstone,Software,Unspecified
Fabius,"Other, Sales and Marketing, Software",Unspecified
MagicBell,Software,Unspecified
Pickle_2,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Impossible Metals_1,"Hardware, Natural Resources, Science and Engineering, Software",B2B Software and Services
Escape,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",B2B Software and Services
Mono_1,"Financial Services, Lending and Investments",Financial
Compose.AI,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Other, Science and Engineering, Software",B2B Software and Services
Tablevibe,"Food and Beverage, Information Technology, Software, Travel and Tourism",B2B Software and Services
Koshex,Financial Services,Financial
SigNoz,"Data and Analytics, Design, Hardware, Information Technology, Internet Services, Software",B2B Software and Services
Muse,"Hardware, Other, Software",B2B Software and Services
Gridware,"Energy, Internet Services, Software",Unspecified
Lygg,"Consumer Goods, Health Care, Manufacturing",Industrials
Cococart,"Commerce and Shopping, Other",Unspecified
Cloudthread,"Data and Analytics, Design, Hardware, Information Technology, Internet Services, Software",B2B Software and Services
Strive Education,"Education, Internet Services, Software",Education
Treinta,Financial Services,Financial
FanPlay Technologies,Gaming,Unspecified
"Explorex Technologies, Inc.","Apps, Commerce and Shopping, Financial Services, Food and Beverage, Mobile, Payments, Software",Financial
AuthZed,"Information Technology, Privacy and Security, Software",B2B Software and Services
Quell,"Community and Lifestyle, Gaming, Information Technology, Media and Entertainment, Software, Sports",B2B Software and Services
Talus Bio,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
GrowthBook,"Data and Analytics, Other, Software",B2B Software and Services
Ontop,"Administrative Services, Financial Services, Information Technology, Professional Services, Software",Financial
Remedial Health,"Commerce and Shopping, Health Care, Other",Health Care
Milk Video,"Content and Publishing, Media and Entertainment, Sales and Marketing, Video",Unspecified
Hapi App,"Financial Services, Lending and Investments",Financial
Peeba,"Commerce and Shopping, Information Technology",B2B Software and Services
Aden,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",B2B Software and Services
Cambio,Financial Services,Financial
User Hero,"Data and Analytics, Design, Software",B2B Software and Services
Segna,"Artificial Intelligence (AI), Data and Analytics, Software",B2B Software and Services
TAG,"Apps, Financial Services, Mobile, Payments, Software",Financial
Grey,"Financial Services, Lending and Investments",Financial
Kaagaz,"Apps, Software",Unspecified
Here,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Software",B2B Software and Services
Mesh,"Administrative Services, Information Technology, Internet Services, Software",B2B Software and Services
Topship,"Platforms, Software, Transportation",Unspecified
Kindly His,Health Care,Health Care
Nabla Bio,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Tella,"Content and Publishing, Media and Entertainment, Software, Video",Unspecified
Locale,"Commerce and Shopping, Food and Beverage, Internet Services, Transportation",Unspecified
Spruce,"Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Information Technology, Other, Payments, Privacy and Security, Software",Financial
Heron Data,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Lending and Investments, Science and Engineering, Software",Financial
Keyri,"Information Technology, Internet Services, Privacy and Security",B2B Software and Services
Routine,"Apps, Software",Unspecified
Portão 3,"Financial Services, Lending and Investments, Payments, Travel and Tourism",Financial
Onboard (Onboard.io),"Other, Software",Unspecified
Abacum,"Financial Services, Information Technology, Software",Financial
Notabene,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",Financial
MedPiper (YC),"Financial Services, Health Care, Internet Services",Financial
Selia,"Health Care, Mobile",Health Care
Pibit,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Financial
Fieldguide,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Privacy and Security, Professional Services, Science and Engineering, Software",Financial
Parrot Software,"Food and Beverage, Other, Software",Unspecified
Cohere,"Information Technology, Other, Software",B2B Software and Services
Jam.gg,"Gaming, Information Technology, Internet Services",B2B Software and Services
Lightdash,"Data and Analytics, Design, Information Technology, Software",B2B Software and Services
FitHub,"Administrative Services, Commerce and Shopping, Food and Beverage, Health Care, Sports",Health Care
Blink Last Mile,"Administrative Services, Commerce and Shopping, Transportation",Unspecified
MeetAnyway,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Other, Software",B2B Software and Services
Covie,"Financial Services, Software",Financial
Oico,"Commerce and Shopping, Real Estate",Real Estate and Construction
Breadcrumbs.io,"Data and Analytics, Sales and Marketing, Software",B2B Software and Services
Simplify,"Community and Lifestyle, Professional Services, Software",Unspecified
Lendtable,"Financial Services, Lending and Investments, Payments",Financial
Jiga,"Manufacturing, Other, Software, Transportation",Industrials
Albiware,"Information Technology, Internet Services, Software",B2B Software and Services
Nano Technologies,"Financial Services, Software",Financial
Faction,"Hardware, Science and Engineering, Software, Transportation",B2B Software and Services
Fetii,"Apps, Mobile, Software, Transportation",Unspecified
Seam,"Internet Services, Software",Unspecified
Enable Us,"Information Technology, Other, Sales and Marketing, Software",B2B Software and Services
Trove,"Community and Lifestyle, Software",Unspecified
Happl,"Community and Lifestyle, Health Care, Other",Health Care
Segments.ai,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
gonddo,"Commerce and Shopping, Other",Unspecified
Devyce,"Apps, Hardware, Other, Software",B2B Software and Services
Hotplate,"Food and Beverage, Internet Services, Software",Unspecified
arketa,"Health Care, Software, Sports",Health Care
TYBR Health,Health Care,Health Care
Chatpay,"Consumer Electronics, Hardware, Software",B2B Software and Services
Valienta,"Commerce and Shopping, Financial Services, Hardware, Internet Services, Payments, Software",Financial
DolarApp,"Apps, Financial Services, Lending and Investments, Software",Financial
Decentro,"Financial Services, Lending and Investments, Payments, Software",Financial
Palla,"Apps, Financial Services, Mobile, Payments, Software",Financial
Airbyte,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Software",B2B Software and Services
Taktile,"Financial Services, Software",Financial
Slash,"Financial Services, Lending and Investments, Payments",Financial
Vitable Health,"Financial Services, Health Care",Financial
Axle Health,Health Care,Health Care
